,comments,sentiments,clean_comments
3463,Much respect to your hard work Your every single content is informative to us and just outstanding ,1,much respect hard work every single content informative u outstanding
3464,Thank you very much for this much needed video. It would be Intretesting to also talk about all the people involved in Nepal in taking the money of these people who are risking their lives  . People at every level are taking part in profiting in this human trafficking . You  missed  the tragic point about how many of them once they reach the destination are kept in rooms by the human traffickers until the family in Nepal pay the Lakhs owed. And how a many of them are used as black money mules !,0,thank much much need video would intretesting also talk people involve nepal take money people risk life people every level take part profit human traffic missed tragic point many reach destination keep room human trafficker family nepal pay lakh owe many used black money mule
3465,"Really salute to this guy, his determination, research is very much useful to all of the Nepalese audience. I will say we should support such researcher.",1,really salute guy determination research much useful nepalese audience say support researcher
3466,"That is why Trump wanted to build a wall and go against illegal immigrants. What you have researched is basically human trafficking. Trump actually was against human trafficking. Many big businesses, esp food and agro businesses require labors. The only way they can get cheap labour's is through human trafficking. It all makes logical sense.",0,trump want build wall go illegal immigrant research basically human traffic trump actually human traffic many big business esp food agro business require labor way get cheap labour human traffic make logical sense
3467,"Hats off to your content Sir️
Great research & amazing content",1,hat content sir great research amazing content
3468,hats off to your work man ...its commendable to see your growth everyday,1,hat work man commendable see growth everyday
3469,"Also, when I was in the US, I also met a guy who said he had visited 15 countries and spent over 12 lakhs (this was in 2008 ish) to get into America. At that time, it didn't make sense to me and I told him he wasted a lot of money doing so. A few years down the line I found out he was actually trafficked to America.",0,also u also meet guy say visited 15 country spend 12 lakh 2008 ish get america time didnt make sense tell waste lot money year line find actually traffic america
3470,"Have been following u from the very starting of your journey and proud of it
Ur effort is unbelevable ",1,follow u start journey proud ur effort unbelevable
3471,It is better to work in our own country rather than to take such life threatning trouble. Hope this video would be an eye opener for many people.,1,well work country rather take life threatning trouble hope video would eye opener many people
3472,Quality content at it's peak,1,quality content peak
3473,Bro Respect+ for your Quality content.. On point research and commitment for content ,1,bro respect quality content point research commitment content
3474,It's kind of sad because we Nepalese think think that  Foreign country are like paradise. My father is also one of these people. He may have not crossed these roads but in hope of going to America we lost about 10 lakh through illegal agency. And we still haven't got our money back neither we are in America. It was before I was even born. And I feel bad for people who lost everything just for their family happiness. And government just don't look for them these is a shit no one talks or even care about.,1,kind sad nepalese think think foreign country like paradise father also one people may cross road hope go america lose 10 lakh illegal agency still havent get money back neither america even born feel bad people lose everything family happiness government dont look shit one talk even care
3475,"Thankyou for the awareness,may Nepali people get you and don’t risk their life.well if they don’t care about risking their life you guys can risk it for your own country and get well paid off for your task",1,thankyou awarenessmay nepali people get don t risk lifewell don t care risk life guy risk country get well pay task
3476,Truth is hard  please don’t travel illegally ,1,truth hard please don t travel illegally
3477,After hearing this I think this video will saved many life of our nepali people's who wants to migrate in future for better way of living life but there is no guarantee they will reach or not to the place so this video will help them to change their mind so don't do any risky thing's with your life,1,hear think video save many life nepali people want migrate future well way live life guarantee reach place video help change mind dont risky thing life
3478,This is what quality content means.,1,quality content mean
3479,"I met 4 Nepali in US, who who arrived here via the route mentioned in video. Their story is very frightening. All of them said they were robbed and have given 50-60 lakhs to agent in Nepal. 

I would request nobody to come illegally. There very little chance you will enter US alive. One person was telling me, out of 39 people only 13 entered us rest died on the way. ",0,meet 4 nepali u arrive via route mention video story frightening say rob give 5060 lakhs agent nepal would request nobody come illegally little chance enter u alive one person tell 39 people 13 enter u rest die way
3480,"dai i just respect your intelligence and your commitment on research!
i want to spend 15 minutes on a table talk while i come back to Nepal!
i will try my best to make it possible!Hats off!Keep up the good work and!
Best Regards
Your biggest follower",1,dai respect intelligence commitment research want spend 15 minute table talk come back nepal try best make possiblehats offkeep good work best regard big follower
3481,The takeaway from this video is DO NOT USE ILLEGAL MEANS TO GO ABROAD,0,takeaway video use illegal mean go abroad
3482,My first ever subscribed video after being in youtube for more than a decade. This Man's research covers every facets of information. Please keep posting informative videos. Kudos......,1,first ever subscribe video youtube decade man research cover every facet information please keep post informative video kudos
3483,Got goosebumps. Hats off to your research. Keep growing…,1,get goosebump hat research keep grow
3484,One of my close friend went to USA through same route. He said the actual things you just said.,1,one close friend go usa route say actual thing say
3485,hat's off to you sir for your quality content.,1,hat sir quality content
3486," NO NOT AGAIN  
CONGRESS:  
UML:  
MAOSIT:  ☭ 
Swotantra:   ️
अब पनि पुरानै पार्टि पुरानै मान्छे लाई भोट दिने हो भने नेपाली जनताले यस्तै दुःख भोग्नु पर्नेछ फेरि । आउने मङ्सिर ४ को चुनावमा सागर ढकाल, रञ्जु दर्शाना , रवि लामिछाने, रमेश खरेल जस्ता असल मान्छेलाई एक पटक मौका दिऔ । 
Thank u Jay Nepal. 🇳🇵",0,congress uml maosit swotantra thank u jay nepal
3487,"Wow how beautifully you presented this issue 
You didn't even ask for Like,  comment,  share blahh blahh, 
Truly appreciable ",1,wow beautifully present issue didnt even ask like comment share blahh blahh truly appreciable
3488,"Awesome content as usual. Keep going, Dipesh Bro!",1,awesome content usual keep go dipesh bro
3489,Great message brother to all viewers ️️,1,great message brother viewer
3490,Closing the border is the best option for us because of  excessive migration violence and crime has increased in our beloved country nepal 🇳🇵,0,close border best option u excessive migration violence crime increase beloved country nepal
3491,Kudos to u for uploading such relevant video on such serious issue.. Does the extended version of this video along with other footages coming soon???,1,kudos u uploading relevant video serious issue extend version video along footage come soon
3492,You are on course to be best journalistic Nepali channel. Kudos guys.,1,course best journalistic nepali channel kudos guy
3493,Please provide cc asap. Much required! Btw Great video as always,1,please provide cc asap much require btw great video always
3494,A year ago I watched the documentary of Adam Yamaguchi . It just shook me. It is so terrifying,0,year ago watch documentary adam yamaguchi shake terrify
3495,"Wow...what a research what a content..
you deserve more views and subscribers...hats of to you brother....
keep uploading such quality content",1,wow what research content deserve view subscribershats brother keep uploading quality content
3496,"The Nepali comment never fails to amaze us 
What a quality content ",1,nepali comment never fail amaze u quality content
3497,"Thank god there are some channels who raise the issues that no body talks about 
Jay Nepal",1,thank god channel raise issue body talk jay nepal
3498,"A most needed video with proper research 
Thank you",1,need video proper research thank
3499,"Dont know more but about Portugal its fact that people from cyprus, croatia pays minimum of €6000 for agent to arrive at portugal. As he said its very true that the immigration process of portugal is very easy. still lots of things cannot be shared publically..",0,dont know portugal fact people cyprus croatia pay minimum 6000 agent arrive portugal say true immigration process portugal easy still lots thing cannot share publically
3500,"These one minutes may pass so fast that I could watch video after that every second passes I get more excited for the video ️ 
Very nice topic , great job sir ",1,one minute may pass fast could watch video every second pass get excite video nice topic great job sir
3501,One of the best YouTubers of Nepal. appreciate your hard work bro ️️,1,one best youtubers nepal appreciate hard work bro
3502,Content always OP ️🇳🇵 Love You Brother,1,content always op love brother
3503,"Great content, keep it up ️",1,great content keep
3504,"Could you also shed some light on the mass exodus of skilled manpower, like doctors, engineers, nurses, etc. ? Also how the Nepal government is willingly propagating this exodus of youth abroad, just so they can get a taste of that ""remittance tax"".. 
 
P.S. Nepal is going to face a huge shortage of doctors and nurses in the coming 5-8 years. Even, reputed and established doctors are flocking abroad..... all the while, the policy makers do nothing to encourage the retention of this skilled man-power... Sahujis and influential doctors are themselves the policy makers and make policies that helps them gain their personal benefits....",0,could also shed light mass exodus skilled manpower like doctor engineer nurse etc also nepal government willingly propagate exodus youth abroad get taste remittance tax p nepal go face huge shortage doctor nurse come 58 year even repute establish doctor flock abroad policy maker nothing encourage retention skilled manpower sahujis influential doctor policy maker make policy help gain personal benefit
3505,Another quality content,1,another quality content
3506,Thanks for this type of content.. Love you bro,1,thanks type content love bro
3507,"The lack of opportunity and awareness in Nepal has done this, who is to blame ?? Finding this answer is harder.",0,lack opportunity awareness nepal do blame find answer harder
3508,Thank you soo much dai for this documentry,1,thank soo much dai documentry
3509,Quality content ️,1,quality content
3510,Grand salute bro u deserve huge appreciation,1,grand salute bro u deserve huge appreciation
3511,Everytime when I see your video it felt new one . great content brother keep it up.️️,1,everytime see video felt new one great content brother keep up
3512,Well Done bro as always you are a star. Thank you ,1,well do bro always star thank
3513,Huge respect 🫡,1,huge respect
3514,now thats a content. keep up the good work,1,thats content keep good work
3515,Hats off to the research bro,1,hat research bro
3516,"Never disappointed with urs content dai ..
Keep going bro",1,never disappointed urs content dai keep go bro
3517,love your content  . Hope see more videos ️,1,love content hope see video
3518,This channel need more subscriptions  just a wonderful channel,1,channel need subscription wonderful channel
3519,"Atti ramro content .Gist pani to the point cha..Jyan nai baji rakhera tya samma pugnu, is it worth it ra ? This is all because of failed philosophy of Congress and Communist. we r suffering because of their rivalry..Aba ko election ma desh ko every family, neighborhood, community le Vote garnu Huda Desh jogauna sakne Manche lai Vote garau !!
Nepal is god gifted place blessed with nature, culture, spiritualism and many other tatwas ani yesto content herda It's hard to have peace of mind.",0,atti ramro content gist pani point chajyan nai baji rakhera tya samma pugnu worth ra fail philosophy congress communist r suffer rivalryaba ko election desh ko every family neighborhood community le vote garnu huda desh jogauna sakne manche lai vote garau nepal god gift place bless nature culture spiritualism many tatwas ani yesto content herda hard peace mind
3520,Hat’s up Brother. Thank You so much for this  Document,1,hat s brother thank much document
3521,Wow such a great and informative video hats off to you brother,1,wow great informative video hat brother
3522,You are amazing brother . love your videos.,1,amaze brother love video
3523,This is what quality speak ️️,1,quality speak
3524,Like the way you share the whole information about it !!!!,1,like way share whole information
3525,Your hardwork deserve more subscriber bro..all the best,1,hardwork deserve subscriber bro all best
3526,I am just crying for those innocent kids ,0,cry innocent kid
3527,"In Sikkim too there are so many Nepali citizens having dual citizenship .Just yesterday in sera bazaar Nepal citizens who were working here were fighting with local Sikkimese .Nepali are doing many crime and they ran into Nepal .And no any criminal get arrested . They go and escape in their remote village so indian police cannot trace them and arrest them .Aaj kal Nepal ko manche haru dekhyo ki criminal ho ki vanne lagcha Sikkim ma.yo chai roknu parcha . Neta haru ko barau vaera hidchan .in election ,neta haru brings huge Nepali citizen bus to bus . I think both indian and Nepal government need to adress this problem .In Sikkim ,people are getting badly affected by this type of open migration from Nepal to india",1,sikkim many nepali citizen dual citizenship yesterday sera bazaar nepal citizen work fight local sikkimese nepali many crime run nepal criminal get arrest go escape remote village indian police cannot trace arrest aaj kal nepal ko manche haru dekhyo ki criminal ho ki vanne lagcha sikkim mayo chai roknu parcha neta haru ko barau vaera hidchan election neta haru bring huge nepali citizen bus bus think indian nepal government need adress problem sikkim people get badly affect type open migration nepal india
3528,Such a informative video thank you so much sir.. ️️,1,informative video thank much sir
3529,I am big fan of yours Nepali Comment! Sending Love and Support ️,1,big fan nepali comment send love support
3530,Such a great content.,1,great content
3531,Love your content. Hope to see more,1,love content hope see
3532,It is really sad to see this scenario of our people,0,really sad see scenario people
3533,Dai you are so talented. love your content..,1,dai talented love content
3534,hats of brother we know how the life is so struggle,1,hat brother know life struggle
3535,That's why knowledge is important.,1,thats knowledge important
3536,Big fan Congratulations  for the 90k...,1,big fan congratulation 90k
3537,Thanks for such informative video️,1,thanks informative video
3538,This trend is even more popular in Dang district it’s like at least one family member hav been through this journey in many localities,0,trend even popular dang district it s like least one family member hav journey many locality
3539,Keep going brother hope mangsir 4 pachi k he haat samma desh ma pariwartan aaucha ani may be hami budo huda hamro baccha harule yesari illigal and dangerous steps haru chalnu naaparosh ,0,keep go brother hope mangsir 4 pachi k haat samma desh pariwartan aaucha ani may hami budo huda hamro baccha harule yesari illigal dangerous step haru chalnu naaparosh
3540,Again Thank you! for great content.   Hope you reach 100k until next video comes,1,thank great content hope reach 100k next video come
3541,"One of the brother near to my home,had also been to US same way , spend almost 80 lakhs and he is in US for almost 6 yrs now",0,one brother near homehad also u way spend almost 80 lakhs u almost 6 yr
3542,"Sir , it was the great knwoledge  and hats off for your work research ",1,sir great knwoledge hat work research
3543,great job The Nepali comment and Dipesh... Hats Off.,1,great job nepali comment dipesh hat
3544,Lots of love for you hard working content,1,lot love hard working content
3545,Heart wrenching ,0,heart wrench
3546,One of my moms relative now lives in USA. He did this and now he is working in a restaurant.,1,one mom relative life usa work restaurant
3547,Best youtube channel in nepal..bestest contents..keep growing..we all love you,1,best youtube channel nepalbestest contentskeep growingwe love
3548,"Hello Bro, Not related to this topic, could you also do a video on why Yatri ko bikes are not getting license? I dont understand what is the issue in this. 
Ki ta company nai na khulna dinu parne thyo, ahile aayera, tetro bike bechna dine, tara license plate number lina lai kei process nai  chaina.
K ho k ho,",1,hello bro relate topic could also video yatri ko bike get license dont understand issue ki ta company nai na khulna dinu parne thyo ahile aayera tetro bike bechna dine tara license plate number lina lai kei process nai chaina k ho k ho
3549,Your one video make thousand youths alert. Thank you for making me more knowledgeable.,1,one video make thousand youth alert thank making knowledgeable
3550,Journalism 101 …. Amazing brother … this is the future of journalism …. Time to ditch the mainstream Nepalese propaganda spewing machine …,1,journalism 101 amaze brother future journalism time ditch mainstream nepalese propaganda spew machine
3551,"I wouldn't suggest anyone to travel illegally. Nepal might be economically poor but testo asylum seek garnu parne chai situation chaina la! Think about your own life, think about your families but tbh  most importantly, Nepal KO bejat chai nagara. I don't want to see Nepal in blacklist of other countries.️",1,wouldnt suggest anyone travel illegally nepal might economically poor testo asylum seek garnu parne chai situation chaina la think life think family tbh importantly nepal ko bejat chai nagara dont want see nepal blacklist country
3552,You explain as like swagaat gyawali ️,1,explain like swagaat gyawali
3553,Its intresting to think the way  you gather information for  your videos.....top notch stuff,1,intresting think way gather information videostop notch stuff
3554,"You forgot to mention the very important fact that you might die on the fuel tank on your way to USA. And if you don't, you will likely witness a death along the way somewhere. Then, after you reach USA, you have to hire a lawyer for almost every further processing and pay them. Sure, government provides them a lawyer if they don't have one. In their mind though, they think Nepalese lawyer will do everything to win their case instead of free lawyers. So, they pay upto $10000 for the entirety of their case. In some cases, it can take more than 10 years to get the asylum. And just because you share nationality with your lawyer doesn't mean they  work so hard for u to not get deported. After all, it's the fee they work for not you. Everyone is a vulture here. I know because I am one of them.",0,forgot mention important fact might die fuel tank way usa dont likely witness death along way somewhere reach usa hire lawyer almost every processing pay sure government provide lawyer dont one mind though think nepalese lawyer everything win case instead free lawyer pay upto 10000 entirety case case take 10 year get asylum share nationality lawyer doesnt mean work hard u get deport fee work everyone vulture know one
3555,Love this channel ️,1,love channel
3556,"such a good content
you got a new subscriber:)",1,good content get new subscriber
3557,This is fire ,1,fire
3558,This is the 1st Nepali channel I love to watch,1,1st nepali channel love watch
3559,"This is all due to the brokers from Nepal, India and Bangladesh. Government should identify these Dalals and put behind the bars",0,due broker nepal india bangladesh government identify dalals put behind bar
3560,Love the new background!,1,love new background
3561,Great content  hope this time the nepali comment hit 100k subscribers...,1,great content hope time nepali comment hit 100k subscriber
3562,Lovely info. Keep it up bro,1,lovely info keep bro
3563,GEM of Nepali YouTube ️,1,gem nepali youtube
3564,what if there's a movie on this journey? ,1,there movie journey
3565,keep going.. reveal all the hidden truth.. Thank you..,1,keep go reveal hidden truth thank
3566,"Dherai Dherai dhanyavada hjr,Dherai ramro news deynu vako mah malai chai ramro lagyo sir  fare fare pani yestai satya ghatana ko news didai garnu hola we are supposed of you, thank you so much  sir",1,dherai dherai dhanyavada hjrdherai ramro news deynu vako mah malai chai ramro lagyo sir fare fare pani yestai satya ghatana ko news didai garnu hola suppose thank much sir
3567,"Wow research...what a content , what a presentation",1,wow researchwhat content presentation
3568,"Thank you to the politicians, people have become desparate to reach USA.",1,thank politician people become desparate reach usa
3569,"So sad that we nepali have to take such step risking life for better future 
Just because of our country politicians
This time choose leader wisely",1,sad nepali take step risk life well future country politician time choose leader wisely
3570,great content!!,1,great content
3571,Thanks दिपेश सर लाइ यति धेरै मेहनत गरेर यो भिडियो बनाउनु भएकोमा ,1,thanks
3572,Bro your content are too good..Hope to see nxt vid soon.,1,bro content goodhope see nxt vid soon
3573,"Yes, You are right we receive more than 100 Nepalese coming from different parts of Europe i.e Romania 🇷🇴, Croatia 🇭🇷, Bulgaria 🇧🇬 etc..",0,yes right receive 100 nepalese come different part europe ie romania croatia bulgaria etc
3574,Very well said,1,well say
3575,Last week one man from my locality died at Panama on boat accident while going to America. RIP,0,last week one man locality die panama boat accident go america rip
3576,Awesome video with great information,1,awesome video great information
3577,Great content.,1,great content
3578,"I haven't watched the video. But I am sure it is awesome, like other videos from The Nepali Comment",1,havent watch video sure awesome like video nepali comment
3579,Brother please make video regarding upcoming elections and about the candidates,1,brother please make video regard upcoming election candidate
3580,"Dherai Dherai Dhanyabaad mitra... timro present garne tarika nai kati vabuk lagyo. Nepali le Nepal banaunai parcha... sahi vote garne bela aayeko cha aba. sahi lai nachunne ho vane vaaaard mei jawos sabai. murkha ko pani had huncha... paisa ka tattu haru, hami sabai.",1,dherai dherai dhanyabaad mitra timro present garne tarika nai kati vabuk lagyo nepali le nepal banaunai parcha sahi vote garne bela aayeko cha aba sahi lai nachunne ho vane vaaaard mei jawos sabai murkha ko pani huncha paisa ka tattu haru hami sabai
3581,great job bro,1,great job bro
3582,"Mero aafnai dai yesari nai struggle garera Francema pugeko ho ..tya pugna jati garo xa tya pugepaxi jhanai struggle garnu parxa ..aile 5 barsa vaisakyo paper banna lageko thiyo but sad thing is he has been missing since January 18 2022 sabai source bata khojiraxam vetna sakiyeko xaina..Nepali daju vai koi ni yesasri najanu hola dherai risk xa.Aile hamile jati pir khepiraxam arulai yo sabai naparos 
Really informative video sir",0,mero aafnai dai yesari nai struggle garera francema pugeko ho tya pugna jati garo xa tya pugepaxi jhanai struggle garnu parxa aile 5 barsa vaisakyo paper banna lageko thiyo sad thing miss since january 18 2022 sabai source bata khojiraxam vetna sakiyeko xainanepali daju vai koi ni yesasri najanu hola dherai risk xaaile hamile jati pir khepiraxam arulai yo sabai naparos really informative video sir
3583,You are contain are marvelous keep up the work. :),1,contain marvelous keep work
3584,I am from Rukum(west) . Hamro Thau ko lagvak 50%youth  haru  yeasari gai sakka mainly USA ra protugal ko trend pani bistarai increase vai ta xa....,0,rukumwest hamro thau ko lagvak 50youth haru yeasari gai sakka mainly usa ra protugal ko trend pani bistarai increase vai ta xa
3585,Any one don’t try this . This is terrifying.,0,one don t try terrify
3586,Kuddoss to such qualities content!!!,1,kuddoss quality content
3587,Bro make a video related dhikuri/dhikuti...how it started... it's illegal and yet its run by many nepali people...,1,bro make video relate dhikuridhikutihow started illegal yet run many nepali people
3588,Nice content ,1,nice content
3589,️️ ekdam ramro video i wish sabai nepali veda haru le herun,1,ekdam ramro video wish sabai nepali veda haru le herun
3590,Wonderful analysis! Tara Kati PAYE point chutyo...Aile Portugal janu Nepal bata India Gaye jatikai sajilo cha legal chai haina Tara...maile dekhda dekhdai 300/400 Jana 1 month bhitra ekdam aaram le Portugal pugera work permit payera kaam Suru garisake,0,wonderful analysis tara kati paye point chutyoaile portugal janu nepal bata india gaye jatikai sajilo cha legal chai haina taramaile dekhda dekhdai 300400 jana 1 month bhitra ekdam aaram le portugal pugera work permit payera kaam suru garisake
3591,Title inappropriate vaexa  subject matter vane dherai informational xa,1,title inappropriate vaexa subject matter vane dherai informational xa
3592,Informative video keep going,1,informative video keep go
3593,Our country is dying slowly and I feel very sad i blame politicians for everything,0,country die slowly feel sad blame politician everything
3594,I hope this video will help you to reach 100k subscription ️,1,hope video help reach 100k subscription
3595,Brother u r great ,1,brother u r great
3596,Wow what a content brother...️‍️‍️‍,1,wow content brother
3597,Thank you,1,thank
3598,never never never,0,never never never
3599,never never never,0,never never never
3600,never never never,0,never never never
3601,never never never,0,never never never
3602,never never never,0,never never never
3603,never never never,0,never never never
3604,never never never,0,never never never
3605,never never never,0,never never never
3606,never never never,0,never never never
3607,never never never,0,never never never
3608,never never never,0,never never never
3609,never never never,0,never never never
3610,never never never,0,never never never
3611,never never never,0,never never never
3612,never never never,0,never never never
3613,never never never,0,never never never
3614,never never never,0,never never never
3615,never never never,0,never never never
3616,never never never,0,never never never
3617,never never never,0,never never never
3618,never never never,0,never never never
3619,never never never,0,never never never
3620,never never never,0,never never never
3621,never never never,0,never never never
3622,never never never,0,never never never
3623,never never never,0,never never never
3624,never never never,0,never never never
3625,never never never,0,never never never
3626,never never never,0,never never never
3627,never never never,0,never never never
3628,Much needed info,1,much need info
3629,i wished the video to be abit longer.,1,wish video abit longer
3630,Thank you so much️,1,thank much
3631,why so much risky moves people take in life teti mihinet garera paisa kharcha garera teso garnu vanda easily they can spend time in gulf countries with the same effort they applied taking risky moves,0,much risky move people take life teti mihinet garera paisa kharcha garera teso garnu vanda easily spend time gulf country effort apply take risky move
3632,Hajur lai pne dhanyabaad yesheri sabailai gyaan dinu vayeko ma ra Jan chetna garwnu vayeko ma.,1,hajur lai pne dhanyabaad yesheri sabailai gyaan dinu vayeko ra jan chetna garwnu vayeko
3633,"Yeah man some of my villagers paid 40 lakh to go USA through illegal way and they made it but I always think it is a risky way 
Your life>>>>>>>>>>>>>>>>>>usa",0,yeah man villager pay 40 lakh go usa illegal way make always think risky way lifeusa
3634,Well done!!,1,well do
3635,Big fan bro ️,1,big fan bro
3636,I am 28 year old male who traveled into usa 5 years ago by illegal way,0,28 year old male travel usa 5 year ago illegal way
3637,The best content from all over Nepal is The Nepali comment,1,best content nepal nepali comment
3638,Very interesting news you are great bro,1,interesting news great bro
3639,Wishing u to reach soon 100k subs....,1,wish u reach soon 100k sub
3640,"Again we need details information about Nepal to USA illegally…

Only channel to give real content",1,need detail information nepal usa illegally channel give real content
3641,Sad reality of every nepali people,1,sad reality every nepali people
3642,"One thing us Nepalese don't realize, Nepal ma hepai khayera basda rish uthcha and we don't do work. Ani America uae gayera chain Marne Gari kaam garcha. Messed up cha.",0,one thing u nepalese dont realize nepal hepai khayera basda rish uthcha dont work ani america uae gayera chain marne gari kaam garcha mess cha
3643,Good message,1,good message
3644,I knew this 10 years ago,1,know 10 year ago
3645,I am just curious if they are ready for spent that much money why don't they use legal way to reach usa and others country,0,curious ready spent much money dont use legal way reach usa others country
3646,Man i like your videos.,1,man like video
3647,Good content,1,good content
3648,"Ramro content brother!, Yesari USA naajanuhos. It’s not worth it. Do research.",1,ramro content brother yesari usa naajanuhos it s worth research
3649,Thumbs up for the video,1,thumb video
3650,Bro Sky SIM ko rise ra downfall ko Barey ma new video paum na plz ️,1,bro sky sim ko rise ra downfall ko barey new video paum na plz
3651,"2014 tir ma Schengen country vaner hineko thye 9 month russia ani donkey route hudai estonia samma pugeko thye , paisa ra samay barbad ani jindagi ko mahatopurna umer refugee vayer basnu parne  sabai kura ko yaad , pressure ani torture ajhai nai taja chha.",0,2014 tir schengen country vaner hineko thye 9 month russia ani donkey route hudai estonia samma pugeko thye paisa ra samay barbad ani jindagi ko mahatopurna umer refugee vayer basnu parne sabai kura ko yaad pressure ani torture ajhai nai taja chha
3652,The Nepali Comment never miss,1,nepali comment never miss
3653,Dipesh bro isareal ko vdeo banaunu hai ma tah fan vaye yo desh ko technology ra mossad vanne agency dekhera ,1,dipesh bro isareal ko vdeo banaunu hai tah fan vaye yo desh ko technology ra mossad vanne agency dekhera
3654,Very well explained,1,well explain
3655,hope you will get 100k subs soon.,1,hope get 100k sub soon
3656,This is all because of unemployment of our country Nepal.,0,unemployment country nepal
3657,I’m in Austria under student visa . Please Mero Nepali brother and sister come here through legal entry .,1,i m austria student visa please mero nepali brother sister come legal entry
3658,Bro I like your content man. Can we collaborate?,1,bro like content man collaborate
3659,My Friends also have gone to USA like this,0,friend also go usa like
3660,The Nepali comment one of my favorites channel these dayzz,1,nepali comment one favorites channel dayzz
3661,"Sunda daar lagdo, risky cha tarah afno better livelihood ko lagi yo risk easyily comepete garinxa jasto himmat aauxa ️",1,sunda daar lagdo risky cha tarah afno good livelihood ko lagi yo risk easyily comepete garinxa jasto himmat aauxa
3662,correction.. they will not get even min wages .. that all depend on employer .. they will get more less then legal minimum wages.. Good Job,0,correction get even min wage depend employer get less legal minimum wage good job
3663,Dai every 7 day ma vedio dinuna kamse kam vadi ma day by bay,1,dai every 7 day vedio dinuna kamse kam vadi day bay
3664,Thank you for this information,1,thank information
3665,dai 100k chadai hos ani mero 1k good luck,1,dai 100k chadai ho ani mero 1k good luck
3666,"यो हाम्रो दोष हैन नेतृत्वको दोष हो । 
#No not again",0,no not again
3667,America ma xiresi pugyo. You will easily get a job bina documents,1,america xiresi pugyo easily get job bina document
3668,Missing our king,0,miss king
3669,"Afno desh ma kam xaina kam vayeni paisa deroi xaina tesori afno jyan jhokhim ma rakhera hidne haru ko ni xutai katha xa .
Desh ko halat thik vaye sab jana le ramro job paye ysto kai kura hunthena hola
#merodeshbirami",0,afno desh kam xaina kam vayeni paisa deroi xaina tesori afno jyan jhokhim rakhera hidne haru ko ni xutai katha xa desh ko halat thik vaye sab jana le ramro job paye ysto kai kura hunthena hola merodeshbirami
3670,"30-40 lakh tirera afno jhyan jokhim rakhera kina jane hola yasari..uta puge ni kai document hudaina ani lukera basnu parxa, tyo afno kharxa bhako paisa ni firta audaina.....tyo paisa le ta baru nepal mai kai garna sakinxa...maile ni dherai suneko chu i have some relatives at america, dherai chan yesari gaka ani lukera kam garxa ani nepal farkinu manlagne manche haru ni farkinu paudaina utai adkinchan.",0,3040 lakh tirera afno jhyan jokhim rakhera kina jane hola yasariuta puge ni kai document hudaina ani lukera basnu parxa tyo afno kharxa bhako paisa ni firta audainatyo paisa le ta baru nepal mai kai garna sakinxamaile ni dherai suneko chu relatives america dherai chan yesari gaka ani lukera kam garxa ani nepal farkinu manlagne manche haru ni farkinu paudaina utai adkinchan
3671,what is their mission in their life either I die or I enter other country . I understand that in this video,0,mission life either die enter country understand video
3672,salute for ur hard work brotheer,1,salute ur hard work brotheer
3673,People are saying that oh so risky don’t try to do that it will harm you stay in Nepal and do something fuck you the deep reality is that even if you work in Nepal 14 hours a day you will get only 10k salary and a lot of mental stress. the politics and the owners and other people don’t give a fuck. Your society always compare you with them who went to aboard that’s the reality and that’s the truth. If you want to know how they treat you to check the airport security if your going to aus usa uk or Europe country they will treat you differently then gulf country. If you stay in Nepal for too long boi the low income people either start to steal or they will suicide. And this is reality,0,people say oh risky don t try harm stay nepal something fuck deep reality even work nepal 14 hour day get 10k salary lot mental stress politics owner people don t give fuck society always compare go aboard that s reality that s truth want know treat check airport security go aus usa uk europe country treat differently gulf country stay nepal long boi low income people either start steal suicide reality
3674,The person who are willing to pay upto the north of 50 lakh despite knowing danger ahead and if gets return or death don't gets my sympathy...  For That much amount you can start a business with careful planning and can settle for life in their own country,0,person willing pay upto north 50 lakh despite know danger ahead get return death dont get sympathy much amount start business careful planning settle life country
3675,Why is  this things going on from Nepal??,1,thing go nepal
3676,Qualtiy content,1,qualtiy content
3677,NRNA ko former president Kumar Panta ko story pani interesting cha… one of his relatives told me,1,nrna ko former president kumar panta ko story pani interest cha one relatives tell
3678,Yo sabai credit hamro leader haru lai janxa  aba ramro choose garera vote halnu prxa sarai dukha lgyo yo video herda,0,yo sabai credit hamro leader haru lai janxa aba ramro choose garera vote halnu prxa sarai dukha lgyo yo video herda
3679,You are the best,1,best
3680,It's worth it. Nepal ta hell ho.,0,worth nepal ta hell ho
3681,nepal ko middle class uppeer class ko video banau nu pario data nai chaina how much they earn,0,nepal ko middle class uppeer class ko video banau nu pario data nai chaina much earn
3682,Des bigraue vany ra yesari jadai Garda zhan des ko bary ma soch nay bedesi ko soch ra nepali passport valueless hudai ga xa ,0,de bigraue vany ra yesari jadai garda zhan des ko bary soch nay bedesi ko soch ra nepali passport valueless hudai ga xa
3683,big fan,1,big fan
3684,Hijo aaja sabai vanda dherai hamrai gau bata janxan holaharek ghar bata tapaiko video dekhiyako yauta dai Ahile greencard paisake yatra garo xa but pugirako xan sabaijana dhilo chado achel,0,hijo aaja sabai vanda dherai hamrai gau bata janxan holaharek ghar bata tapaiko video dekhiyako yauta dai ahile greencard paisake yatra garo xa pugirako xan sabaijana dhilo chado achel
